asset_id,logical_name,scientific_stage,asset_type,absolute_path,relative_repo_path,exists,size_bytes,file_count,sha256,formal_or_development,used_by,canonical_source,duplicate_group,proposed_upload_class,reason,notes,shared_asset,development_benchmark,untouched_final_confirmation
asset_0067,outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500/logs/train_summary.json,R0,training_provenance,/home/shanjinshuo/fno_kerr/kerr_project/outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500/logs/train_summary.json,outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500/logs/train_summary.json,True,13430,1,7948bd20239c53cea86011a20606ff33469c7b74e123b06f2d61d49929f9a1aa,formal_training_record,"[""R0""]",/home/shanjinshuo/fno_kerr/kerr_project/outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500/logs/train_summary.json,,RECOMMENDED_UPLOAD,"Training completion, normalization, validation selection and original task provenance.",[],False,False,False
asset_0068,outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500/run_config.json,R0,training_provenance,/home/shanjinshuo/fno_kerr/kerr_project/outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500/run_config.json,outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500/run_config.json,True,4945,1,d03814c899f26624020d412259fe6042fef39ffaa8ae5d156ef068acc3363990,formal_training_record,"[""R0""]",/home/shanjinshuo/fno_kerr/kerr_project/outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500/run_config.json,,RECOMMENDED_UPLOAD,"Training completion, normalization, validation selection and original task provenance.",[],False,False,False
asset_0069,outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500/summary.json,R0,training_provenance,/home/shanjinshuo/fno_kerr/kerr_project/outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500/summary.json,outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500/summary.json,True,3148,1,b4c99279e15e3033a04ac1d47394417a6a46788f99c00d956b35e32f70c716aa,formal_training_record,"[""R0""]",/home/shanjinshuo/fno_kerr/kerr_project/outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500/summary.json,,RECOMMENDED_UPLOAD,"Training completion, normalization, validation selection and original task provenance.",[],False,False,False
asset_0070,outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500_r1_multilen_t600-800-1000-1200/checkpoints/best_model.pt,R1,best_checkpoint,/home/shanjinshuo/fno_kerr/kerr_project/outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500_r1_multilen_t600-800-1000-1200/checkpoints/best_model.pt,outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500_r1_multilen_t600-800-1000-1200/checkpoints/best_model.pt,True,402990114,1,58cfd1343523b161eac100cc3336f585538ea9550cb09dcae3eb57fea95b91b8,selected_training_checkpoint,"[""R1"", ""R1_validation_length_response""]",/home/shanjinshuo/fno_kerr/kerr_project/outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500_r1_multilen_t600-800-1000-1200/checkpoints/best_model.pt,,RECOMMENDED_UPLOAD,The unique selected BEST required for future controlled inference and checkpoint-level verification.,[],False,False,False
asset_0071,outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500_r1_multilen_t600-800-1000-1200/checkpoints/last_model.pt,R1,last_checkpoint,/home/shanjinshuo/fno_kerr/kerr_project/outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500_r1_multilen_t600-800-1000-1200/checkpoints/last_model.pt,outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500_r1_multilen_t600-800-1000-1200/checkpoints/last_model.pt,True,402990114,1,1ab843622b41e8eb4d6e8604bd19a93537b8c655ee6ba5d4f5e8c2916d9763bd,historical_auxiliary,"[""R1""]",/home/shanjinshuo/fno_kerr/kerr_project/outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500_r1_multilen_t600-800-1000-1200/checkpoints/last_model.pt,,DO_NOT_UPLOAD,BEST exists and reproduces the reported result; LAST is not needed for the mentor package.,[],False,False,False
asset_0072,outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500_r1_multilen_t600-800-1000-1200/logs/train_history.json,R1,training_provenance,/home/shanjinshuo/fno_kerr/kerr_project/outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500_r1_multilen_t600-800-1000-1200/logs/train_history.json,outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500_r1_multilen_t600-800-1000-1200/logs/train_history.json,True,565515,1,3bdaa42c3d34aa62c250eb38a65a634ccaadd89d6e275ac008181f309a785cb3,formal_training_record,"[""R1""]",/home/shanjinshuo/fno_kerr/kerr_project/outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500_r1_multilen_t600-800-1000-1200/logs/train_history.json,,RECOMMENDED_UPLOAD,"Training completion, normalization, validation selection and original task provenance.",[],False,False,False
asset_0073,outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500_r1_multilen_t600-800-1000-1200/logs/train_summary.json,R1,training_provenance,/home/shanjinshuo/fno_kerr/kerr_project/outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500_r1_multilen_t600-800-1000-1200/logs/train_summary.json,outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500_r1_multilen_t600-800-1000-1200/logs/train_summary.json,True,1612,1,63ef0c9702e86c6a3f1322db80563889809888a39f2dfbe06b25068554f518d9,formal_training_record,"[""R1""]",/home/shanjinshuo/fno_kerr/kerr_project/outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500_r1_multilen_t600-800-1000-1200/summary.json,duplicate_003,DO_NOT_UPLOAD,Byte-identical file verified by size and SHA256; reference the canonical file once. Preserve all server copies.,[],False,False,False
asset_0074,outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500_r1_multilen_t600-800-1000-1200/run_config.json,R1,training_provenance,/home/shanjinshuo/fno_kerr/kerr_project/outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500_r1_multilen_t600-800-1000-1200/run_config.json,outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500_r1_multilen_t600-800-1000-1200/run_config.json,True,3766,1,41d43376240d001880a9ad61046729ed2aeb4a47d0e3ce236c2ff636abf103e2,formal_training_record,"[""R1""]",/home/shanjinshuo/fno_kerr/kerr_project/outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500_r1_multilen_t600-800-1000-1200/run_config.json,,RECOMMENDED_UPLOAD,"Training completion, normalization, validation selection and original task provenance.",[],False,False,False
asset_0075,outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500_r1_multilen_t600-800-1000-1200/summary.json,R1,training_provenance,/home/shanjinshuo/fno_kerr/kerr_project/outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500_r1_multilen_t600-800-1000-1200/summary.json,outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500_r1_multilen_t600-800-1000-1200/summary.json,True,1612,1,63ef0c9702e86c6a3f1322db80563889809888a39f2dfbe06b25068554f518d9,formal_training_record,"[""R1""]",/home/shanjinshuo/fno_kerr/kerr_project/outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500_r1_multilen_t600-800-1000-1200/summary.json,duplicate_003,RECOMMENDED_UPLOAD,"Training completion, normalization, validation selection and original task provenance.",[],False,False,False
asset_0076,outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500_r2_q-s-ell_multilen_t600-800-1000-1200/checkpoints/best_model.pt,R2,best_checkpoint,/home/shanjinshuo/fno_kerr/kerr_project/outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500_r2_q-s-ell_multilen_t600-800-1000-1200/checkpoints/best_model.pt,outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500_r2_q-s-ell_multilen_t600-800-1000-1200/checkpoints/best_model.pt,True,402991906,1,29891a82963e4a78abd0eeb7e4420f9a1d665df2f34aa1529b08693782afcfa1,selected_training_checkpoint,"[""R2""]",/home/shanjinshuo/fno_kerr/kerr_project/outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500_r2_q-s-ell_multilen_t600-800-1000-1200/checkpoints/best_model.pt,,RECOMMENDED_UPLOAD,The unique selected BEST required for future controlled inference and checkpoint-level verification.,[],False,False,False
asset_0077,outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500_r2_q-s-ell_multilen_t600-800-1000-1200/checkpoints/last_model.pt,R2,last_checkpoint,/home/shanjinshuo/fno_kerr/kerr_project/outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500_r2_q-s-ell_multilen_t600-800-1000-1200/checkpoints/last_model.pt,outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500_r2_q-s-ell_multilen_t600-800-1000-1200/checkpoints/last_model.pt,True,402991906,1,,historical_auxiliary,"[""R2""]",/home/shanjinshuo/fno_kerr/kerr_project/outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500_r2_q-s-ell_multilen_t600-800-1000-1200/checkpoints/last_model.pt,,DO_NOT_UPLOAD,BEST exists and reproduces the reported result; LAST is not needed for the mentor package.,[],False,False,False
asset_0078,outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500_r2_q-s-ell_multilen_t600-800-1000-1200/logs/train_history.json,R2,training_provenance,/home/shanjinshuo/fno_kerr/kerr_project/outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500_r2_q-s-ell_multilen_t600-800-1000-1200/logs/train_history.json,outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500_r2_q-s-ell_multilen_t600-800-1000-1200/logs/train_history.json,True,563693,1,9f4fa9db6cc86f0ba226c3c6fdc2cc4357400af506c042f62677c95605caffd7,formal_training_record,"[""R2""]",/home/shanjinshuo/fno_kerr/kerr_project/outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500_r2_q-s-ell_multilen_t600-800-1000-1200/logs/train_history.json,,RECOMMENDED_UPLOAD,"Training completion, normalization, validation selection and original task provenance.",[],False,False,False
asset_0079,outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500_r2_q-s-ell_multilen_t600-800-1000-1200/logs/train_summary.json,R2,training_provenance,/home/shanjinshuo/fno_kerr/kerr_project/outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500_r2_q-s-ell_multilen_t600-800-1000-1200/logs/train_summary.json,outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500_r2_q-s-ell_multilen_t600-800-1000-1200/logs/train_summary.json,True,1636,1,776890528086da524e0f0e7ccc1af6170ee9a7ec78a55900009872c30d62f5f2,formal_training_record,"[""R2""]",/home/shanjinshuo/fno_kerr/kerr_project/outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500_r2_q-s-ell_multilen_t600-800-1000-1200/summary.json,duplicate_004,DO_NOT_UPLOAD,Byte-identical file verified by size and SHA256; reference the canonical file once. Preserve all server copies.,[],False,False,False
asset_0080,outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500_r2_q-s-ell_multilen_t600-800-1000-1200/run_config.json,R2,training_provenance,/home/shanjinshuo/fno_kerr/kerr_project/outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500_r2_q-s-ell_multilen_t600-800-1000-1200/run_config.json,outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500_r2_q-s-ell_multilen_t600-800-1000-1200/run_config.json,True,4924,1,0c30b1835ed2a733144de9f661a512b49eab34bf6b86a5cb8674c5483cb7f272,formal_training_record,"[""R2""]",/home/shanjinshuo/fno_kerr/kerr_project/outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500_r2_q-s-ell_multilen_t600-800-1000-1200/run_config.json,,RECOMMENDED_UPLOAD,"Training completion, normalization, validation selection and original task provenance.",[],False,False,False
asset_0081,outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500_r2_q-s-ell_multilen_t600-800-1000-1200/summary.json,R2,training_provenance,/home/shanjinshuo/fno_kerr/kerr_project/outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500_r2_q-s-ell_multilen_t600-800-1000-1200/summary.json,outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500_r2_q-s-ell_multilen_t600-800-1000-1200/summary.json,True,1636,1,776890528086da524e0f0e7ccc1af6170ee9a7ec78a55900009872c30d62f5f2,formal_training_record,"[""R2""]",/home/shanjinshuo/fno_kerr/kerr_project/outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500_r2_q-s-ell_multilen_t600-800-1000-1200/summary.json,duplicate_004,RECOMMENDED_UPLOAD,"Training completion, normalization, validation selection and original task provenance.",[],False,False,False
asset_0082,outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500_r3_physicalfreq_multilen_t600-800-1000-1200/checkpoints/best_model.pt,R3,best_checkpoint,/home/shanjinshuo/fno_kerr/kerr_project/outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500_r3_physicalfreq_multilen_t600-800-1000-1200/checkpoints/best_model.pt,outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500_r3_physicalfreq_multilen_t600-800-1000-1200/checkpoints/best_model.pt,True,402996002,1,418da911cc1324b8182b924df13f37a5e747209f6ff92a6357e3af8eb0e4a728,selected_training_checkpoint,"[""R3"", ""R3_validation_length_response""]",/home/shanjinshuo/fno_kerr/kerr_project/outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500_r3_physicalfreq_multilen_t600-800-1000-1200/checkpoints/best_model.pt,,RECOMMENDED_UPLOAD,The unique selected BEST required for future controlled inference and checkpoint-level verification.,[],False,False,False
asset_0083,outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500_r3_physicalfreq_multilen_t600-800-1000-1200/checkpoints/last_model.pt,R3,last_checkpoint,/home/shanjinshuo/fno_kerr/kerr_project/outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500_r3_physicalfreq_multilen_t600-800-1000-1200/checkpoints/last_model.pt,outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500_r3_physicalfreq_multilen_t600-800-1000-1200/checkpoints/last_model.pt,True,402996002,1,,historical_auxiliary,"[""R3""]",/home/shanjinshuo/fno_kerr/kerr_project/outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500_r3_physicalfreq_multilen_t600-800-1000-1200/checkpoints/last_model.pt,,DO_NOT_UPLOAD,BEST exists and reproduces the reported result; LAST is not needed for the mentor package.,[],False,False,False
asset_0084,outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500_r3_physicalfreq_multilen_t600-800-1000-1200/logs/train_history.json,R3,training_provenance,/home/shanjinshuo/fno_kerr/kerr_project/outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500_r3_physicalfreq_multilen_t600-800-1000-1200/logs/train_history.json,outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500_r3_physicalfreq_multilen_t600-800-1000-1200/logs/train_history.json,True,563936,1,6d5676ff3bca268a8373b9d6a1d6a9a098682a7d1015162a6f7912026fd6814a,formal_training_record,"[""R3""]",/home/shanjinshuo/fno_kerr/kerr_project/outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500_r3_physicalfreq_multilen_t600-800-1000-1200/logs/train_history.json,,RECOMMENDED_UPLOAD,"Training completion, normalization, validation selection and original task provenance.",[],False,False,False
asset_0085,outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500_r3_physicalfreq_multilen_t600-800-1000-1200/logs/train_summary.json,R3,training_provenance,/home/shanjinshuo/fno_kerr/kerr_project/outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500_r3_physicalfreq_multilen_t600-800-1000-1200/logs/train_summary.json,outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500_r3_physicalfreq_multilen_t600-800-1000-1200/logs/train_summary.json,True,1643,1,a97ec4db7b417b025c9dd3a5f53af5b7faee1aa1853e519fbd22a11e25c9583a,formal_training_record,"[""R3""]",/home/shanjinshuo/fno_kerr/kerr_project/outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500_r3_physicalfreq_multilen_t600-800-1000-1200/summary.json,duplicate_005,DO_NOT_UPLOAD,Byte-identical file verified by size and SHA256; reference the canonical file once. Preserve all server copies.,[],False,False,False
asset_0086,outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500_r3_physicalfreq_multilen_t600-800-1000-1200/run_config.json,R3,training_provenance,/home/shanjinshuo/fno_kerr/kerr_project/outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500_r3_physicalfreq_multilen_t600-800-1000-1200/run_config.json,outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500_r3_physicalfreq_multilen_t600-800-1000-1200/run_config.json,True,7057,1,54f0922a3255730974b7450effabdb180c34ade8c26f42b0599a98b224eeb09c,formal_training_record,"[""R3""]",/home/shanjinshuo/fno_kerr/kerr_project/outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500_r3_physicalfreq_multilen_t600-800-1000-1200/run_config.json,,RECOMMENDED_UPLOAD,"Training completion, normalization, validation selection and original task provenance.",[],False,False,False
asset_0087,outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500_r3_physicalfreq_multilen_t600-800-1000-1200/summary.json,R3,training_provenance,/home/shanjinshuo/fno_kerr/kerr_project/outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500_r3_physicalfreq_multilen_t600-800-1000-1200/summary.json,outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500_r3_physicalfreq_multilen_t600-800-1000-1200/summary.json,True,1643,1,a97ec4db7b417b025c9dd3a5f53af5b7faee1aa1853e519fbd22a11e25c9583a,formal_training_record,"[""R3""]",/home/shanjinshuo/fno_kerr/kerr_project/outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500_r3_physicalfreq_multilen_t600-800-1000-1200/summary.json,duplicate_005,RECOMMENDED_UPLOAD,"Training completion, normalization, validation selection and original task provenance.",[],False,False,False
asset_0088,outputs/r1_validation_length_response/fno2d_m16x32_w64_d4_e500_r1_multilen_t600-800-1000-1200/r1_validation_length_response.csv,R1,diagnostic_csv,/home/shanjinshuo/fno_kerr/kerr_project/outputs/r1_validation_length_response/fno2d_m16x32_w64_d4_e500_r1_multilen_t600-800-1000-1200/r1_validation_length_response.csv,outputs/r1_validation_length_response/fno2d_m16x32_w64_d4_e500_r1_multilen_t600-800-1000-1200/r1_validation_length_response.csv,True,674,1,0dd515195b23ec91f8e71e27f19ad42e11b5c738d8c288f2656610c8cc39461f,development_diagnostic,"[""R1_validation_length_response""]",/home/shanjinshuo/fno_kerr/kerr_project/outputs/r1_validation_length_response/fno2d_m16x32_w64_d4_e500_r1_multilen_t600-800-1000-1200/r1_validation_length_response.csv,,MUST_UPLOAD,Final compact evidence for the recorded Plan A mechanism or validation-response conclusion.,[],False,False,False
asset_0089,outputs/r1_validation_length_response/fno2d_m16x32_w64_d4_e500_r1_multilen_t600-800-1000-1200/r1_validation_length_response_summary.json,R1,diagnostic_summary,/home/shanjinshuo/fno_kerr/kerr_project/outputs/r1_validation_length_response/fno2d_m16x32_w64_d4_e500_r1_multilen_t600-800-1000-1200/r1_validation_length_response_summary.json,outputs/r1_validation_length_response/fno2d_m16x32_w64_d4_e500_r1_multilen_t600-800-1000-1200/r1_validation_length_response_summary.json,True,4512,1,dad625540e53577c4dab497c5fc9141ee814d1c39e5620fd55742966463ff421,development_diagnostic,"[""R1_validation_length_response""]",/home/shanjinshuo/fno_kerr/kerr_project/outputs/r1_validation_length_response/fno2d_m16x32_w64_d4_e500_r1_multilen_t600-800-1000-1200/r1_validation_length_response_summary.json,,MUST_UPLOAD,Final compact evidence for the recorded Plan A mechanism or validation-response conclusion.,[],False,False,False
asset_0090,outputs/r3_validation_length_response/fno2d_m16x32_w64_d4_e500_r3_physicalfreq_multilen_t600-800-1000-1200_best_epoch77_val_t600-1200/r3_validation_length_response_by_length.csv,R3,diagnostic_csv,/home/shanjinshuo/fno_kerr/kerr_project/outputs/r3_validation_length_response/fno2d_m16x32_w64_d4_e500_r3_physicalfreq_multilen_t600-800-1000-1200_best_epoch77_val_t600-1200/r3_validation_length_response_by_length.csv,outputs/r3_validation_length_response/fno2d_m16x32_w64_d4_e500_r3_physicalfreq_multilen_t600-800-1000-1200_best_epoch77_val_t600-1200/r3_validation_length_response_by_length.csv,True,1291,1,52b85b22816e2c55ab0ee794c55530872bc7099a4d72f26842e22fafb792294c,development_diagnostic,"[""R3_validation_length_response""]",/home/shanjinshuo/fno_kerr/kerr_project/outputs/r3_validation_length_response/fno2d_m16x32_w64_d4_e500_r3_physicalfreq_multilen_t600-800-1000-1200_best_epoch77_val_t600-1200/r3_validation_length_response_by_length.csv,,MUST_UPLOAD,Final compact evidence for the recorded Plan A mechanism or validation-response conclusion.,[],False,False,False
asset_0091,outputs/r3_validation_length_response/fno2d_m16x32_w64_d4_e500_r3_physicalfreq_multilen_t600-800-1000-1200_best_epoch77_val_t600-1200/r3_validation_length_response_per_q.csv,R3,diagnostic_csv,/home/shanjinshuo/fno_kerr/kerr_project/outputs/r3_validation_length_response/fno2d_m16x32_w64_d4_e500_r3_physicalfreq_multilen_t600-800-1000-1200_best_epoch77_val_t600-1200/r3_validation_length_response_per_q.csv,outputs/r3_validation_length_response/fno2d_m16x32_w64_d4_e500_r3_physicalfreq_multilen_t600-800-1000-1200_best_epoch77_val_t600-1200/r3_validation_length_response_per_q.csv,True,153223,1,6914860d2c026edfae138f7cb29d1ef0b00065c10b3cf138ba5b84db6a822460,development_diagnostic,"[""R3_validation_length_response""]",/home/shanjinshuo/fno_kerr/kerr_project/outputs/r3_validation_length_response/fno2d_m16x32_w64_d4_e500_r3_physicalfreq_multilen_t600-800-1000-1200_best_epoch77_val_t600-1200/r3_validation_length_response_per_q.csv,,MUST_UPLOAD,Final compact evidence for the recorded Plan A mechanism or validation-response conclusion.,[],False,False,False
asset_0092,outputs/r3_validation_length_response/fno2d_m16x32_w64_d4_e500_r3_physicalfreq_multilen_t600-800-1000-1200_best_epoch77_val_t600-1200/r3_validation_length_response_summary.json,R3,diagnostic_summary,/home/shanjinshuo/fno_kerr/kerr_project/outputs/r3_validation_length_response/fno2d_m16x32_w64_d4_e500_r3_physicalfreq_multilen_t600-800-1000-1200_best_epoch77_val_t600-1200/r3_validation_length_response_summary.json,outputs/r3_validation_length_response/fno2d_m16x32_w64_d4_e500_r3_physicalfreq_multilen_t600-800-1000-1200_best_epoch77_val_t600-1200/r3_validation_length_response_summary.json,True,23244,1,70a95ceeaf3906731bcab424bf73e67c5a7e5e7f0bff86e8141a7cae902416fa,development_diagnostic,"[""R3_validation_length_response""]",/home/shanjinshuo/fno_kerr/kerr_project/outputs/r3_validation_length_response/fno2d_m16x32_w64_d4_e500_r3_physicalfreq_multilen_t600-800-1000-1200_best_epoch77_val_t600-1200/r3_validation_length_response_summary.json,,MUST_UPLOAD,Final compact evidence for the recorded Plan A mechanism or validation-response conclusion.,[],False,False,False
asset_0093,outputs/raw_kerr_spectral_energy/q400_t1200_t1800_t2400_m32_raw/dominant_peaks.csv,M2,diagnostic_csv,/home/shanjinshuo/fno_kerr/kerr_project/outputs/raw_kerr_spectral_energy/q400_t1200_t1800_t2400_m32_raw/dominant_peaks.csv,outputs/raw_kerr_spectral_energy/q400_t1200_t1800_t2400_m32_raw/dominant_peaks.csv,True,7316,1,4c182eaea4e98396065a5a164a708e47271e4f223508cfe903099603aef79b26,development_diagnostic,"[""M2""]",/home/shanjinshuo/fno_kerr/kerr_project/outputs/raw_kerr_spectral_energy/q400_t1200_t1800_t2400_m32_raw/dominant_peaks.csv,,MUST_UPLOAD,Final compact evidence for the recorded Plan A mechanism or validation-response conclusion.,[],False,False,False
asset_0094,outputs/raw_kerr_spectral_energy/q400_t1200_t1800_t2400_m32_raw/raw_spectral_energy_summary.json,M2,diagnostic_summary,/home/shanjinshuo/fno_kerr/kerr_project/outputs/raw_kerr_spectral_energy/q400_t1200_t1800_t2400_m32_raw/raw_spectral_energy_summary.json,outputs/raw_kerr_spectral_energy/q400_t1200_t1800_t2400_m32_raw/raw_spectral_energy_summary.json,True,16846,1,cb7f597e040e07b15539fa77f815cfd36e422df58f759fe59a778b64c4be5c83,development_diagnostic,"[""M2""]",/home/shanjinshuo/fno_kerr/kerr_project/outputs/raw_kerr_spectral_energy/q400_t1200_t1800_t2400_m32_raw/raw_spectral_energy_summary.json,,MUST_UPLOAD,Final compact evidence for the recorded Plan A mechanism or validation-response conclusion.,[],False,False,False
asset_0095,outputs/raw_kerr_spectral_energy/q400_t1200_t1800_t2400_m32_raw/spectral_band_energy.csv,M2,diagnostic_csv,/home/shanjinshuo/fno_kerr/kerr_project/outputs/raw_kerr_spectral_energy/q400_t1200_t1800_t2400_m32_raw/spectral_band_energy.csv,outputs/raw_kerr_spectral_energy/q400_t1200_t1800_t2400_m32_raw/spectral_band_energy.csv,True,4928,1,3037b03fbb7b8ee3f3cf0b8e00a664fbbf5a564b6f95e9facaf9a70b408593c6,development_diagnostic,"[""M2""]",/home/shanjinshuo/fno_kerr/kerr_project/outputs/raw_kerr_spectral_energy/q400_t1200_t1800_t2400_m32_raw/spectral_band_energy.csv,,MUST_UPLOAD,Final compact evidence for the recorded Plan A mechanism or validation-response conclusion.,[],False,False,False
asset_0096,scripts/analyze_raw_kerr_spectral_energy.py,Plan_A,source_code,/home/shanjinshuo/fno_kerr/kerr_project/scripts/analyze_raw_kerr_spectral_energy.py,scripts/analyze_raw_kerr_spectral_energy.py,True,36199,1,fe6c752bef9b15f1721a04218e11a17e39bde82ea747cd420de95dff285d6e08,Git/code-derived,"[""A0"", ""R0"", ""M1"", ""M2"", ""M3"", ""M4a"", ""M4b"", ""original_design_audit"", ""R1"", ""R2"", ""R3""]",/home/shanjinshuo/fno_kerr/kerr_project/scripts/analyze_raw_kerr_spectral_energy.py,,INDEX_ONLY,Reference the Git-tracked source or scientific record at the recorded commit; do not duplicate source into the external data package.,[],False,False,False
asset_0097,scripts/compare_length_prefix_predictions_2d.py,Plan_A,source_code,/home/shanjinshuo/fno_kerr/kerr_project/scripts/compare_length_prefix_predictions_2d.py,scripts/compare_length_prefix_predictions_2d.py,True,9850,1,0ee74274cf65c55352218a9684164209b5ab0dba39d2db9545d625a260471501,Git/code-derived,"[""A0"", ""R0"", ""M1"", ""M2"", ""M3"", ""M4a"", ""M4b"", ""original_design_audit"", ""R1"", ""R2"", ""R3""]",/home/shanjinshuo/fno_kerr/kerr_project/scripts/compare_length_prefix_predictions_2d.py,,INDEX_ONLY,Reference the Git-tracked source or scientific record at the recorded commit; do not duplicate source into the external data package.,[],False,False,False
